ID,latitude,longitude,unknow,number,unknow1,unknow2
60152,25.996000,117.320840,0,50,5,2
63543,34.532669,117.393551,0,48,14,0
64109,36.216302,120.373267,0,431,0,0
64199,26.484786,101.853589,0,218,9,0
65527,31.359934,121.014706,0,954,0,0
65528,31.361960,121.027840,0,572,0,0
65928,29.275852,117.203090,0,168,14,2
65976,29.621923,116.126767,0,478,0,1
66362,43.940731,87.672562,0,467,0,0
69442,31.602452,120.819920,0,730,0,0
71421,30.725365,111.262416,0,716,0,0
76939,25.793508,116.332553,0,55,12,0
77662,36.542915,101.522037,0,534,0,2
78572,32.475091,119.900765,0,168,14,2
1478250,28.613051,120.062597,0,63,9,0
78803,34.623444,118.320418,0,48,14,2
78811,35.319714,117.921409,0,210,17,2
80859,22.088260,111.642930,0,54,12,0
81165,31.242024,120.547742,0,292,0,2
87315,29.946887,116.603111,0,22,1,2
90370,30.107462,120.603038,0,1008,0,0
95460,31.745699,117.258677,0,709,0,0
100228,30.763971,121.006238,0,390,0,2
101778,33.597012,119.151711,0,63,9,0
112094,35.496044,112.881248,0,63,9,0
112153,40.650653,109.748192,0,1004,0,0
124149,29.351461,121.465801,0,940,0,0
127289,31.466806,120.539694,0,216,18,0
136629,30.325428,120.107952,0,175,14,0
137767,30.699363,120.968699,0,391,0,0
157307,35.068766,109.588093,0,495,0,0
159099,31.357464,120.942185,0,63,9,0
159140,33.938833,118.195837,0,740,0,0
175263,29.290803,105.918819,0,732,0,0
178630,33.985627,116.876807,0,114,17,2
3526697,30.745764,120.682679,0,22,1,0
173983,30.878938,120.088071,0,0,0,0
182114,36.409031,120.425270,0,32,9,0
182549,35.878007,116.466000,0,463,0,2
183783,28.443755,121.566446,0,391,0,0
186779,30.653780,114.436010,0,48,14,0
188881,22.923002,112.817572,0,66,9,0
194942,31.721900,120.843853,0,185,12,0
217141,25.041230,118.884950,0,431,0,0
45857,30.172453,114.952290,0,55,12,0
11052140,37.367200,116.538810,0,36,11,0
71626,22.703737,113.478790,0,1044,0,0
8702,30.463991,120.514692,0,37,11,0
49103,30.552043,111.413384,0,48,14,0
49280,35.342938,119.518542,0,210,17,0
85643,34.894150,112.727830,0,363,0,0
89468,30.928162,117.775822,0,55,12,0
15557,35.661480,112.886690,0,185,12,0
11108297,34.648046,119.204063,0,48,14,0
112156,45.388580,119.537300,0,194,6,0
20551,31.848376,120.969828,0,168,14,0
78714,35.894245,117.125469,0,457,0,0
39720,25.019489,103.652832,0,469,0,0
39987,31.865046,120.526562,0,187,12,0
40947,30.669447,121.213931,0,148,1,0
120812,27.670540,120.337810,0,358,0,1
288547,31.362680,120.994360,0,48,14,0
43177,37.169954,117.874705,0,36,11,0
11108440,22.724125,113.799252,0,228,15,0
217995,25.155212,119.055893,0,477,0,0
69197,36.368783,111.706597,0,0,0,0
226967,29.104440,119.643780,0,292,0,0
16825,31.283494,121.013879,0,66,9,0
13552,34.346421,119.779254,0,457,0,0
11093572,35.977575,120.261834,0,678,0,0
77525,21.633950,109.185090,0,36,11,0
96562,27.823740,120.782820,0,556,0,0
247363,27.926160,112.922110,0,63,9,0
16808,31.259185,121.003538,0,276,15,0
270419,31.365570,121.015250,0,954,0,0
2609212,33.169730,120.727360,0,166,14,2
159097,35.060000,112.550000,0,740,0,0
190,32.927327,117.303593,0,466,0,0
271515,24.678849,118.462606,0,36,11,2
69776,23.009765,116.520406,0,210,17,2
3613742,37.752572,114.891342,0,458,0,2
68125,29.745790,112.452000,0,432,0,0
11696287,32.105820,112.739530,0,61,15,0
11126,27.749200,111.979790,0,184,12,0
71516,23.233897,114.139154,0,585,0,0
12814,30.807275,120.712023,0,22,1,0
12856,30.896280,120.830710,0,1002,0,0
86592,32.975872,118.587670,0,293,0,2
2078830,33.005640,118.981440,0,65,9,0
50017,31.942860,120.339690,0,185,12,2
72637,32.281054,118.882385,0,478,0,2
181227,43.060416,116.791588,0,78,9,2
19669,32.238399,118.751515,0,165,14,2
21021,29.988670,121.654189,0,33,9,0
21267,29.925306,121.806269,0,940,0,0
1039533,37.050288,117.874700,0,48,14,2
23946,37.177371,121.604676,0,983,0,2
35398,33.440740,114.934747,0,37,11,2
11648750,34.732975,111.914110,0,76,0,2
40243,36.892450,117.442910,0,48,14,0
186515,28.916288,119.816186,0,995,0,2
186543,30.697290,120.960220,0,391,0,0
11691474,30.633501,120.199402,0,166,14,2
41733,30.712180,121.329620,0,431,0,0
120185,22.144389,113.162126,0,63,9,0
227948,22.750131,113.807743,0,63,9,0
62275,22.719040,113.787680,0,234,9,0
73246,22.212700,113.179940,0,228,15,0
196522,24.059670,115.374931,0,954,0,0
190416,22.894790,114.008620,0,36,11,0
59825,36.884567,118.111739,0,78,9,2
11118949,36.588490,116.196211,0,540,0,0
77734,36.538944,101.520440,0,167,14,2
127138,45.667222,126.603549,0,690,0,0
228296,34.611800,119.456800,0,55,12,0
186336,37.795716,118.170709,0,358,0,0
73131,30.487110,114.191700,0,718,0,0
41047,28.612288,119.427428,0,13,12,2
270093,24.662164,118.400985,0,958,0,2
16715,31.403610,120.966820,0,65,9,0
189518,24.872412,118.779768,0,0,0,0
88604,31.593670,120.826200,0,954,0,0
